0,78,-30,45,24,21,612
0,78,-28,45,24,22,612
0,78,-26,45,24,23,606
0,78,-24,45,24,24,606
0,78,-22,45,24,25,606
0,78,-20,45,24,26,606
0,76,-32,45,25,20,612
0,76,-30,45,25,21,612
0,76,-28,45,25,22,612
0,76,-26,45,25,23,606
0,76,-24,45,25,24,606
0,76,-22,45,25,25,606
0,76,-20,45,25,26,606
0,76,-18,45,25,27,606
0,76,-16,45,25,28,606
0,74,-34,45,26,19,612
0,74,-32,45,26,20,612
0,74,-30,45,26,21,612
0,74,-28,45,26,22,606
0,74,-26,45,26,23,606
0,74,-24,45,26,24,606
0,74,-22,45,26,25,606
0,74,-20,45,26,26,606
0,74,-18,45,26,27,606
0,74,-16,45,26,28,606
0,74,-14,45,26,29,606
0,74,-12,45,26,30,606
0,72,-34,45,27,19,612
0,72,-32,45,27,20,612
0,72,-30,45,27,21,612
0,72,-28,45,27,22,606
0,72,-26,45,27,23,606
0,72,-24,45,27,24,606
0,72,-22,45,27,25,606
0,72,-20,45,27,26,606
0,72,-18,45,27,27,606
0,72,-16,45,27,28,606
0,72,-14,45,27,29,606
0,72,-12,45,27,30,606
0,70,-22,45,28,25,606
0,70,-18,45,28,27,606
0,70,-16,45,28,28,606
0,70,-14,45,28,29,606
0,70,-12,45,28,30,606
0,66,-12,45,30,30,603
0,66,-10,45,30,31,603
0,66,-8,45,30,32,603
0,66,-6,45,30,33,603
0,64,-14,45,31,29,603
0,64,-12,45,31,30,603
0,64,-10,45,31,31,603
0,64,-8,45,31,32,603
0,64,-6,45,31,33,603
0,64,-4,45,31,34,603
0,62,-22,45,32,25,603
0,62,-20,45,32,26,603
0,62,-18,45,32,27,603
0,62,-8,45,32,32,603
0,62,-6,45,32,33,603
0,62,-4,45,32,34,603
0,62,-2,45,32,35,603
0,60,-24,45,33,24,603
0,60,-22,45,33,25,603
0,60,-20,45,33,26,603
0,60,-18,45,33,27,603
0,60,-6,45,33,33,603
0,60,-4,45,33,34,603
0,60,-2,45,33,35,603
0,58,-26,45,34,23,603
0,58,-24,45,34,24,603
0,58,-22,45,34,25,603
0,58,-20,45,34,26,603
0,58,-18,45,34,27,603
0,58,-10,45,34,31,603
0,58,-8,45,34,32,603
0,58,-2,45,34,35,603
0,56,-24,45,35,24,601
0,56,-8,45,35,32,601
0,54,-18,45,36,27,601
0,54,-16,45,36,28,601
0,54,-14,45,36,29,601
0,52,-4,45,37,34,601
0,52,-2,45,37,35,601
0,48,-16,45,39,28,601
0,48,-14,45,39,29,601
0,48,-12,45,39,30,601
0,46,-12,45,40,30,601
0,46,-10,45,40,31,601
0,42,-22,45,42,25,601
0,42,-20,45,42,26,601
0,42,-18,45,42,27,601
0,42,-16,45,42,28,601
2,84,-34,46,21,19,611
2,84,-32,46,21,20,611
2,82,-38,46,22,17,611
2,82,-36,46,22,18,611
2,82,-34,46,22,19,611
2,82,-32,46,22,20,611
2,80,-36,46,23,18,611
2,80,-34,46,23,19,611
2,78,-38,46,24,17,611
2,78,-36,46,24,18,611
2,78,-34,46,24,19,611
2,78,-32,46,24,20,611
2,78,-30,46,24,21,612
2,78,-28,46,24,22,612
2,78,-26,46,24,23,606
2,78,-24,46,24,24,606
2,78,-22,46,24,25,606
2,78,-20,46,24,26,606
2,76,-36,46,25,18,611
2,76,-34,46,25,19,611
2,76,-32,46,25,20,612
2,76,-30,46,25,21,612
2,76,-28,46,25,22,606
2,76,-26,46,25,23,606
2,76,-24,46,25,24,606
2,76,-22,46,25,25,606
2,76,-20,46,25,26,606
2,76,-18,46,25,27,606
2,76,-16,46,25,28,606
2,74,-36,46,26,18,612
2,74,-34,46,26,19,612
2,74,-32,46,26,20,612
2,74,-30,46,26,21,612
2,74,-28,46,26,22,606
2,74,-26,46,26,23,606
2,74,-24,46,26,24,606
2,74,-22,46,26,25,606
2,74,-20,46,26,26,606
2,74,-18,46,26,27,606
2,74,-16,46,26,28,606
2,74,-14,46,26,29,606
2,72,-44,46,27,14,618
2,72,-42,46,27,15,618
2,72,-40,46,27,16,618
2,72,-38,46,27,17,618
2,72,-36,46,27,18,612
2,72,-34,46,27,19,612
2,72,-32,46,27,20,612
2,72,-30,46,27,21,612
2,72,-28,46,27,22,606
2,72,-26,46,27,23,606
2,72,-24,46,27,24,606
2,72,-22,46,27,25,606
2,72,-20,46,27,26,606
2,72,-18,46,27,27,606
2,72,-16,46,27,28,606
2,72,-14,46,27,29,606
2,72,-12,46,27,30,606
2,70,-46,46,28,13,618
2,70,-44,46,28,14,618
2,70,-42,46,28,15,618
2,70,-40,46,28,16,618
2,70,-38,46,28,17,618
2,70,-36,46,28,18,618
2,70,-34,46,28,19,615
2,70,-32,46,28,20,615
2,70,-30,46,28,21,615
2,70,-22,46,28,25,606
2,70,-18,46,28,27,606
2,70,-16,46,28,28,606
2,70,-14,46,28,29,606
2,70,-12,46,28,30,606
2,68,-46,46,29,13,618
2,68,-44,46,29,14,618
2,68,-42,46,29,15,618
2,68,-40,46,29,16,618
2,68,-38,46,29,17,618
2,68,-36,46,29,18,618
2,68,-34,46,29,19,618
2,68,-32,46,29,20,615
2,68,-30,46,29,21,615
2,68,-24,46,29,24,606
2,68,-22,46,29,25,606
2,68,-20,46,29,26,606
2,68,-18,46,29,27,606
2,68,-16,46,29,28,606
2,66,-48,46,30,12,621
2,66,-46,46,30,13,621
2,66,-44,46,30,14,621
2,66,-42,46,30,15,618
2,66,-40,46,30,16,618
2,66,-38,46,30,17,618
2,66,-36,46,30,18,618
2,66,-34,46,30,19,618
2,66,-32,46,30,20,618
2,66,-30,46,30,21,615
2,66,-26,46,30,23,606
2,66,-24,46,30,24,606
2,66,-22,46,30,25,606
2,66,-20,46,30,26,606
2,66,-18,46,30,27,606
2,66,-12,46,30,30,603
2,66,-10,46,30,31,603
2,66,-8,46,30,32,603
2,64,-46,46,31,13,621
2,64,-44,46,31,14,621
2,64,-42,46,31,15,621
2,64,-40,46,31,16,621
2,64,-38,46,31,17,621
2,64,-34,46,31,19,618
2,64,-32,46,31,20,618
2,64,-30,46,31,21,606
2,64,-26,46,31,23,606
2,64,-24,46,31,24,606
2,64,-22,46,31,25,606
2,64,-20,46,31,26,603
2,64,-18,46,31,27,603
2,64,-16,46,31,28,603
2,64,-14,46,31,29,603
2,64,-12,46,31,30,603
2,64,-10,46,31,31,603
2,64,-8,46,31,32,603
2,64,-6,46,31,33,603
2,64,-4,46,31,34,603
2,62,-56,46,32,8,623
2,62,-54,46,32,9,623
2,62,-52,46,32,10,623
2,62,-50,46,32,11,623
2,62,-48,46,32,12,623
2,62,-46,46,32,13,621
2,62,-44,46,32,14,621
2,62,-42,46,32,15,621
2,62,-40,46,32,16,621
2,62,-38,46,32,17,621
2,62,-36,46,32,18,621
2,62,-32,46,32,20,618
2,62,-30,46,32,21,618
2,62,-26,46,32,23,606
2,62,-24,46,32,24,606
2,62,-22,46,32,25,603
2,62,-20,46,32,26,603
2,62,-18,46,32,27,603
2,62,-16,46,32,28,603
2,62,-14,46,32,29,603
2,62,-8,46,32,32,603
2,62,-6,46,32,33,603
2,62,-4,46,32,34,603
2,60,-58,46,33,7,623
2,60,-56,46,33,8,623
2,60,-54,46,33,9,623
2,60,-52,46,33,10,623
2,60,-50,46,33,11,623
2,60,-48,46,33,12,623
2,60,-46,46,33,13,624
2,60,-44,46,33,14,624
2,60,-42,46,33,15,624
2,60,-40,46,33,16,624
2,60,-38,46,33,17,621
2,60,-36,46,33,18,621
2,60,-34,46,33,19,621
2,60,-30,46,33,21,618
2,60,-26,46,33,23,603
2,60,-24,46,33,24,603
2,60,-22,46,33,25,603
2,60,-20,46,33,26,603
2,60,-18,46,33,27,603
2,60,-16,46,33,28,603
2,60,-10,46,33,31,603
2,60,-8,46,33,32,603
2,60,-6,46,33,33,603
2,60,-4,46,33,34,603
2,60,-2,46,33,35,603
2,58,-60,46,34,6,623
2,58,-58,46,34,7,623
2,58,-56,46,34,8,623
2,58,-54,46,34,9,623
2,58,-52,46,34,10,623
2,58,-50,46,34,11,623
2,58,-48,46,34,12,623
2,58,-46,46,34,13,623
2,58,-44,46,34,14,624
2,58,-42,46,34,15,624
2,58,-40,46,34,16,624
2,58,-38,46,34,17,624
2,58,-36,46,34,18,624
2,58,-34,46,34,19,624
2,58,-32,46,34,20,624
2,58,-26,46,34,23,603
2,58,-24,46,34,24,603
2,58,-22,46,34,25,603
2,58,-10,46,34,31,603
2,58,-8,46,34,32,603
2,58,-6,46,34,33,601
2,58,-4,46,34,34,601
2,58,-2,46,34,35,601
2,58,0,46,34,36,601
2,56,-60,46,35,6,623
2,56,-58,46,35,7,623
2,56,-56,46,35,8,623
2,56,-54,46,35,9,623
2,56,-52,46,35,10,623
2,56,-50,46,35,11,623
2,56,-48,46,35,12,623
2,56,-46,46,35,13,623
2,56,-44,46,35,14,623
2,56,-42,46,35,15,623
2,56,-40,46,35,16,624
2,56,-38,46,35,17,624
2,56,-36,46,35,18,624
2,56,-34,46,35,19,624
2,56,-32,46,35,20,624
2,56,-26,46,35,23,603
2,56,-10,46,35,31,601
2,56,-8,46,35,32,601
2,56,-6,46,35,33,601
2,56,-4,46,35,34,601
2,56,-2,46,35,35,601
2,56,0,46,35,36,601
2,54,-58,46,36,7,623
2,54,-56,46,36,8,623
2,54,-54,46,36,9,623
2,54,-52,46,36,10,623
2,54,-50,46,36,11,623
2,54,-48,46,36,12,623
2,54,-46,46,36,13,623
2,54,-44,46,36,14,623
2,54,-42,46,36,15,623
2,54,-40,46,36,16,623
2,54,-38,46,36,17,624
2,54,-36,46,36,18,624
2,54,-34,46,36,19,624
